,Volcano Name,Country,Region,Latitude,Longitude,Elevation,Primary Volcano Type,Status
1186,Silverthrone,Canada,Canada,51.43,-126.3,3160.0,Caldera,Holocene
1187,Simbo,Solomon Is.,Solomon Is-SW Pacifi,-8.292,156.52,335.0,Stratovolcano,Uncertain
1188,Sinabung,Indonesia,Sumatra,3.17,98.39200000000001,2460.0,Stratovolcano,Holocene
1189,Sinarka,Russia,Kuril Is,48.875,154.175,934.0,Stratovolcano,Historical
1190,Singu Plateau,Myanmar,SE Asia,22.7,95.98,507.0,Fissure vent,Holocene
1191,"Singuil, Cerro",El Salvador,El Salvador,14.03,-89.7,957.0,Cinder cone,Holocene
1192,Siple,Antarctica,Antarctica,-73.43,-126.67,3110.0,Shield volcano,Holocene
1193,Sirung,Indonesia,Lesser Sunda Is,-8.51,124.148,862.0,Complex volcano,Historical
1194,Slamet,Indonesia,Java,-7.242000000000001,109.208,3432.0,Stratovolcano,Historical
1195,Smirnov,Russia,Kuril Is,44.43,146.13,1189.0,Stratovolcano,Holocene
1196,Smith Rock,Japan,Izu Is-Japan,31.32,140.05,136.0,Submarine volcano,Historical
1197,Smith Volcano,Philippines,Luzon-N of,19.523,121.94,2090.0,Stratovolcano,Historical
1198,Snaefellsjokull,Iceland,Iceland-W,64.8,-23.78,1448.0,Stratovolcano,Radiocarbon
1199,Snegovoy,Russia,Kamchatka,58.2,160.97,2169.0,Shield volcano,Holocene
1200,Snezhniy,Russia,Kamchatka,58.02,160.75,2169.0,Shield volcano,Holocene
1201,Snowy,United States,Alaska Peninsula,58.33,-154.68,2161.0,Stratovolcano,Fumarolic
1202,Soche,Ecuador,Ecuador,0.552,-77.58,3955.0,Stratovolcano,Radiocarbon
1203,Socompa,Argentina,Chile-N,-24.4,-68.25,6051.0,Stratovolcano,Radiocarbon
1204,Socorro,Mexico,Mexico-Is,18.78,-110.95,1050.0,Shield volcano,Historical
1205,Sodore,Ethiopia,Africa-NE,8.43,39.35,1765.0,Pyroclastic cone,Holocene
1206,Sollipulli,Chile,Chile-C,-38.97,-71.52,2282.0,Caldera,Radiocarbon
1207,Soputan,Indonesia,Sulawesi-Indonesia,1.1079999999999999,124.725,1784.0,Stratovolcano,Historical
1208,Sorikmarapi,Indonesia,Sumatra,0.6859999999999999,99.539,2145.0,Stratovolcano,Historical
1209,Sorkale,Ethiopia,Africa-NE,13.18,41.725,1611.0,Stratovolcano,Holocene
1210,Sotara,Colombia,Colombia,2.12,-76.58,4400.0,Stratovolcano,Holocene
1211,Soufriere Guadeloupe,Guadeloupe,W Indies,16.05,-61.67,1467.0,Stratovolcano,Historical
1212,Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915.0,Stratovolcano,Historical
1213,Soufriere St. Vincent,St. Vincent & the Grenadines,W Indies,13.33,-61.18,1220.0,Stratovolcano,Historical
1214,South Island,Kenya,Africa-E,2.63,36.6,700.0,Stratovolcano,Historical
1215,South Sister,United States,US-Oregon,44.1,-121.77,3157.0,Complex volcano,Radiocarbon
1216,Southern EPR-Segment I,Pacific Ocean,Pacific-E,-18.533,-113.417,-2600.0,Submarine volcano,Magnetism
1217,Southern EPR-Segment J,Pacific Ocean,Pacific-E,-18.175,-113.35,-2650.0,Submarine volcano,Magnetism
1218,Southern EPR-Segment K,Pacific Ocean,Pacific-E,-17.436,-113.206,-2566.0,Submarine volcano,Historical
1219,Southern Sikhote-Alin,Russia,Russia-SE,44.5,135.5,0.0,Volcanic field,Holocene
1220,Spectrum Range,Canada,Canada,57.43,-130.68,2430.0,Shield volcano,Holocene
1221,Spokoiny,Russia,Kamchatka,58.133,160.817,2171.0,Stratovolcano,Radiocarbon
1222,Spurr,United States,Alaska-SW,61.3,-152.25,3374.0,Stratovolcano,Historical
1223,Squaw Ridge Field,United States,US-Oregon,43.472,-120.75399999999999,1711.0,Volcanic field,Holocene
1224,Srednii,Russia,Kuril Is,47.6,152.92,36.0,Submarine volcano,Holocene
1225,St. Andrew Strait,Papua New Guinea,Admiralty Is-SW Paci,-2.38,147.35,270.0,Complex volcano,Historical
1226,St. Catherine,Grenada,W Indies,12.15,-61.67,840.0,Stratovolcano,Holocene
1227,St. Helens,United States,US-Washington,46.2,-122.18,2549.0,Stratovolcano,Historical
1228,St. Michael,United States,Alaska-W,63.45,-162.12,715.0,Shield volcano,Anthropology
1229,St. Paul,Indian Ocean,Indian O-S,-38.72,77.53,268.0,Stratovolcano,Historical
1230,Steamboat Springs,United States,US-Nevada,39.375,-119.72,1415.0,Lava dome,Pleistocene-Fumarol
1231,Steller,United States,Alaska Peninsula,58.43,-154.4,2272.0,Unknown,Uncertain
1232,Stepovak Bay 3,United States,Alaska Peninsula,55.928999999999995,-160.002,1555.0,Cinder cone,Holocene?
1233,Stepovak Bay 4,United States,Alaska Peninsula,55.95399999999999,-159.954,1557.0,Stratovolcano,Pleistocene
1234,Stromboli,Italy,Italy,38.789,15.213,926.0,Stratovolcano,Historical
1235,Sturge Island,Antarctica,Antarctica,-67.4,164.83,1167.0,Stratovolcano,Uncertain
1236,Suchitan Volc Field,Guatemala,Guatemala,14.4,-89.78,2042.0,Stratovolcano,Holocene
1237,Sukaria Caldera,Indonesia,Lesser Sunda Is,-8.792,121.77,1500.0,Caldera,Fumarolic
1238,Sumaco,Ecuador,Ecuador,-0.5379999999999999,-77.626,3990.0,Stratovolcano,Historical
1239,Sumbing,Indonesia,Java,-7.38,110.05799999999999,3371.0,Stratovolcano,Historical
1240,Sumbing,Indonesia,Sumatra,-2.414,101.728,2507.0,Stratovolcano,Historical
1241,Sumiyoshi-ike,Japan,Kyushu-Japan,31.768,130.594,100.0,Maar,Radiocarbon
1242,Sundoro,Indonesia,Java,-7.3,109.992,3136.0,Stratovolcano,Historical
1243,Sunset Crater,United States,US-Arizona,35.37,-111.5,2447.0,Cinder cone,Dendrochronology
1244,Suoh,Indonesia,Sumatra,-5.25,104.27,1000.0,Maar,Historical
1245,Suphan Dagi,Turkey,Turkey,38.92,42.82,4434.0,Stratovolcano,Holocene
1246,Supply Reef,United States,Mariana Is-C Pacific,20.13,145.1,-8.0,Submarine volcano,Hydrophonic
1247,Suretamatai,Vanuatu,Vanuatu-SW Pacific,-13.8,167.47,921.0,Complex volcano,Historical
1248,Suswa,Kenya,Africa-E,-1.175,36.35,2356.0,Shield volcano,Holocene
1249,Suwanose-jima,Japan,Ryukyu Is,29.53,129.72,799.0,Stratovolcano,Historical
1250,Ta'u,United States,Samoa-SW Pacific,-14.23,-169.454,931.0,Shield volcano,Holocene
1251,Taal,Philippines,Luzon-Philippines,14.002,120.993,400.0,Stratovolcano,Historical
1252,Taburete,El Salvador,El Salvador,13.435,-88.53200000000001,1172.0,Stratovolcano,Holocene
1253,Tacana,Mexico,Mexico,15.13,-92.11200000000001,4110.0,Stratovolcano,Historical
1254,Tacora,Chile,Chile-N,-17.72,-69.77,5980.0,Stratovolcano,Fumarolic
1255,Taftan,Iran,Iran,28.6,61.6,4050.0,Stratovolcano,Holocene
1256,Tafu-Maka,Tonga,Tonga-SW Pacific,-15.367,-174.233,-1400.0,Submarine volcano,Historical
1257,Tahalra Volc Field,Algeria,Africa-N,22.666999999999998,5.0,1467.0,Pyroclastic cones,Holocene
1258,Tahual,Guatemala,Guatemala,14.433,-89.9,1716.0,Stratovolcano,Holocene
1259,"Tair, Jebel at",Yemen,Red Sea,15.7,41.742,244.0,Stratovolcano,Historical
1260,Tajumulco,Guatemala,Guatemala,15.034,-91.90299999999999,4220.0,Stratovolcano,Holocene
1261,Takahara,Japan,Honshu-Japan,36.9,139.78,1795.0,Stratovolcano,Holocene
1262,Takahe,Antarctica,Antarctica,-76.28,-112.08,3460.0,Shield volcano,Ice Core
1263,Takawangha,United States,Aleutian Is,51.87,-178.02,1449.0,Stratovolcano,Holocene
1264,Takuan Group,Papua New Guinea,Bougainville-SW Paci,-6.442,155.608,2210.0,Volcanic complex,Holocene
1265,Talagabodas,Indonesia,Java,-7.207999999999999,108.07,2201.0,Stratovolcano,Fumarolic
1266,Talakmau,Indonesia,Sumatra,0.079,99.98,2919.0,Complex volcano,Holocene
1267,Talang,Indonesia,Sumatra,-0.978,100.679,2597.0,Stratovolcano,Historical
1268,Tambora,Indonesia,Lesser Sunda Is,-8.25,118.0,2850.0,Stratovolcano,Historical
1269,Tampomas,Indonesia,Java,-6.77,107.95,1684.0,Stratovolcano,Holocene
1270,Tana,United States,Aleutian Is,52.833,-169.767,1170.0,Stratovolcanoes,Holocene
1271,Tanaga,United States,Aleutian Is,51.88,-178.13,1806.0,Stratovolcano,Historical
1272,Tandikat,Indonesia,Sumatra,-0.433,100.31700000000001,2438.0,Stratovolcano,Historical
1273,Tangaroa,New Zealand,New Zealand,-36.321,178.028,600.0,Submarine volcano,Fumarolic
1274,Tangkubanparahu,Indonesia,Java,-6.77,107.6,2084.0,Stratovolcano,Historical
1275,Tao-Rusyr Caldera,Russia,Kuril Is,49.35,154.7,1325.0,Stratovolcano,Historical
1276,"Tara, Batu",Indonesia,Lesser Sunda Is,-7.792000000000001,123.579,748.0,Stratovolcano,Historical
1277,Tarakan,Indonesia,Halmahera-Indonesia,1.78,127.792,318.0,Pyroclastic cone,Holocene
1278,Taryatu-Chulutu,Mongolia,Mongolia,48.17,99.7,2400.0,Volcanic field,Holocene
1279,Tat Ali,Ethiopia,Africa-NE,13.28,41.07,700.0,Shield volcano,Holocene
1280,Tate-yama,Japan,Honshu-Japan,36.57,137.6,2621.0,Stratovolcano,Historical
1281,Tateshina,Japan,Honshu-Japan,36.1,138.3,2530.0,Stratovolcano,Holocene
1282,Tatun Group,China,Taiwan,25.17,121.52,1120.0,Stratovolcano,Pleistocene-Fumarol
1283,Taunshits,Russia,Kamchatka,54.53,159.8,2353.0,Stratovolcano,Radiocarbon
1284,Taupo,New Zealand,New Zealand,-38.82,176.0,760.0,Caldera,Radiocarbon
1285,Taveuni,Fiji,Fiji Is-SW Pacific,-16.82,-179.97,1241.0,Shield volcano,Radiocarbon
1286,Tavui,Papua New Guinea,New Britain-SW Pac,-4.117,152.2,200.0,Caldera,Radiocarbon
1287,Teahitia,France,Society Is-C Pacific,-17.57,-148.85,-1600.0,Submarine volcano,Seismicity
1288,Tecapa,El Salvador,El Salvador,13.494000000000002,-88.50200000000001,1593.0,Stratovolcano,Holocene
1289,Tecuamburro,Guatemala,Guatemala,14.155999999999999,-90.40700000000001,1845.0,Stratovolcano,Radiocarbon
1290,Telica,Nicaragua,Nicaragua,12.602,-86.845,1061.0,Stratovolcano,Historical
1291,Telomoyo,Indonesia,Java,-7.37,110.4,1894.0,Stratovolcano,Holocene
1292,"Telong, Bur Ni",Indonesia,Sumatra,4.77,96.80799999999999,2624.0,Stratovolcano,Historical
1293,Tenduruk Dagi,Turkey,Turkey,39.33,43.83,3584.0,Shield volcano,Holocene
1294,Tenerife,Spain,Canary Is,28.271,-16.641,3715.0,Stratovolcano,Historical
1295,Tengchong,China,China-S,25.32,98.47,2865.0,Pyroclastic cone,Historical
1296,Tengger Caldera,Indonesia,Java,-7.942,112.95,2329.0,Stratovolcano,Historical
1297,Tenorio,Costa Rica,Costa Rica,10.673,-85.015,1916.0,Stratovolcano,Holocene
1298,Teon,Pacific Ocean,Banda Sea,-6.92,129.125,655.0,Stratovolcano,Historical
1299,Tepi,Ethiopia,Africa-NE,7.42,35.43,2728.0,Shield volcano,Holocene
1300,Terceira,Portugal,Azores,38.73,-27.32,1023.0,Stratovolcano,Historical
1301,Terpuk,Russia,Kamchatka,57.2,159.833,765.0,Shield volcano,Radiocarbon
1302,Theistareykjarbunga,Iceland,Iceland,65.88,-16.83,564.0,Shield volcano,Tephrochronology
1303,Thompson Island,Atlantic Ocean,Atlantic-S,-53.93,5.5,0.0,Submarine volcano,Uncertain
1304,Thordarhyrna,Iceland,Iceland-S,62.27,-17.6,1659.0,Stratovolcano,Historical
1305,Thule Islands,Antarctica,Antarctica,-59.45,-27.37,1075.0,Stratovolcano,Historical
1306,Tianshan Volc Group,China,China-W,42.5,82.5,0.0,Volcanic field,Historical
1307,Tiatia,Russia,Kuril Is,44.358000000000004,146.27,1819.0,Stratovolcano,Historical
1308,Ticsani,Peru,Peru,-16.755,-70.595,5408.0,Stratovolcano,Holocene
1309,Tidore,Indonesia,Halmahera-Indonesia,0.65,127.4,1730.0,Stratovolcano,Holocene
1310,Tigalalu,Indonesia,Halmahera-Indonesia,0.07,127.42,422.0,Unknown,Holocene
1311,"Tigre, El",El Salvador,El Salvador,13.467,-88.43299999999999,1640.0,Stratovolcano,Holocene
1312,"Tigre, Isla El",Honduras,Honduras,13.27,-87.63,760.0,Stratovolcano,Holocene
1313,Tin Zaouatene Volc Field,Mali,Africa-N,19.833,2.833,,Volcanic field,Holocene
1314,Tinakula,Solomon Is.,Santa Cruz Is-SW Pac,-10.38,165.8,851.0,Stratovolcano,Historical
1315,Tindfjallajokull,Iceland,Iceland-S,63.78,-19.57,1463.0,Stratovolcano,Holocene
1316,Tinguiririca,Chile,Chile-C,-34.814,-70.352,4280.0,Stratovolcano,Historical
1317,Tipas,Argentina,Argentina,-27.2,-68.55,6660.0,Complex volcano,Holocene
1319,Titila,Russia,Kamchatka,57.4,160.1,1559.0,Shield volcano,Holocene
1320,Tjornes Fracture Zone,Iceland,Iceland-N of,66.3,-17.1,0.0,Submarine volcano,Historical
1321,Tlevak Strait-Suemez Is.,United States,Alaska-SE,55.25,-133.3,50.0,Volcanic field,Holocene
1322,To-shima,Japan,Izu Is-Japan,34.52,139.28,508.0,Stratovolcano,Holocene
1323,Toba,Indonesia,Sumatra,2.58,98.83,2157.0,Caldera,Holocene
1324,Tobaru,Indonesia,Halmahera-Indonesia,1.625,127.675,1035.0,Unknown,Holocene
1325,Todoko-Ranu,Indonesia,Halmahera-Indonesia,1.22,127.43,979.0,Caldera,Holocene
1326,Todra Volc Field,Chad,Africa-N,17.683,8.5,2000.0,Volcanic field,Holocene
1327,Tofua,Tonga,Tonga-SW Pacific,-19.75,-175.07,512.0,Caldera,Historical
1328,"Toh, Tarso",Chad,Africa-N,21.333000000000002,16.333,2000.0,Volcanic field,Holocene
1329,Tokachi,Japan,Hokkaido-Japan,43.42,142.68,2077.0,Stratovolcano,Historical
1330,Tolbachik,Russia,Kamchatka,55.83,160.33,3682.0,Shield volcano,Historical
1331,Tolguaca,Chile,Chile-C,-38.31,-71.645,2806.0,Stratovolcano,Holocene
1333,Tolima,Colombia,Colombia,4.67,-75.33,5200.0,Stratovolcano,Historical
1334,Toliman,Guatemala,Guatemala,14.612,-91.189,3158.0,Stratovolcano,Holocene
1335,Tolmachev Dol,Russia,Kamchatka,52.63,157.58,1021.0,Cinder cone,Holocene
1336,"Toluca, Nevado de",Mexico,Mexico,19.108,-99.758,4690.0,Stratovolcano,Radiocarbon
1337,Tombel Graben,Cameroon,Africa-W,4.75,9.667,500.0,Cinder cones,Holocene
1338,Tondano Caldera,Indonesia,Sulawesi-Indonesia,1.23,124.83,1202.0,Caldera,Fumarolic
1339,Toney Mountain,Antarctica,Antarctica,-75.8,-115.83,3595.0,Shield volcano,Holocene
1340,Tongariro,New Zealand,New Zealand,-39.13,175.642,1978.0,Stratovolcano,Historical
1341,Tongkoko,Indonesia,Sulawesi-Indonesia,1.52,125.2,1149.0,Stratovolcano,Historical
1342,Tore,Papua New Guinea,Bougainville-SW Paci,-5.83,154.93,2200.0,Lava cone,Holocene
1343,Torfajokull,Iceland,Iceland-S,63.92,-19.17,1259.0,Stratovolcano,Historical
1344,Tori-shima,Japan,Izu Is-Japan,30.48,140.32,403.0,Stratovolcano,Historical
1345,Toroeng Prong,Vietnam,SE Asia,14.93,108.0,800.0,Cinder cone,Holocene
1346,"Tortuga, Isla",Mexico,Mexico,27.392,-111.85799999999999,210.0,Shield volcano,Holocene
1347,Tosa Sucha,Ethiopia,Africa-NE,5.92,37.57,1650.0,Cinder cone,Holocene
1348,"Tousside, Tarso",Chad,Africa-N,21.03,16.45,3265.0,Stratovolcano,Holocene
1349,Towada,Japan,Honshu-Japan,40.47,140.92,1159.0,Caldera,Historical
1350,Traitor's Head,Vanuatu,Vanuatu-SW Pacific,-18.75,169.23,837.0,Stratovolcano,Historical
1351,Tres Virgenes,Mexico,Mexico,27.47,-112.59100000000001,1940.0,Stratovolcano,Radiocarbon
1352,Tri Sestry,Russia,Kuril Is,45.93,149.92,998.0,Stratovolcano,Holocene
1353,Trident,United States,Alaska Peninsula,58.23,-155.08,1864.0,Stratovolcano,Historical
1354,Trindade,Atlantic Ocean,Atlantic-S,-20.514,-29.331,600.0,Stratovolcano,Holocene
1355,Tristan da Cunha,Atlantic Ocean,Atlantic-S,-37.092,-12.28,2060.0,Stratovolcano,Historical
1356,Trocon,Argentina,Argentina,-37.733000000000004,-70.9,2500.0,Lava domes,Holocene?
1357,Trollagigar,Iceland,Iceland-NE,64.43,-18.13,1000.0,Crater rows,Historical
1358,Tromen,Argentina,Argentina,-37.141999999999996,-70.03,3978.0,Stratovolcano,Holocene
1359,Tronador,Chile,Chile-S,-41.157,-71.885,3491.0,Stratovolcano,Holocene?
1360,Tseax River Cone,Canada,Canada,55.12,-128.9,609.0,Pyroclastic cone,Radiocarbon
1361,Tshibinda,"Congo, DRC",Africa-C,-2.32,28.75,1460.0,Cinder cone,Holocene
1362,Tskhouk-Karckar,Armenia,Armenia,39.733000000000004,46.016999999999996,3000.0,Pyroclastic cones,Tephrochronology
1363,Tsurumi,Japan,Kyushu-Japan,33.28,131.43,1584.0,Lava dome,Historical
1364,"Tujle, Cerro",Chile,Chile-N,-23.83,-67.95,3550.0,Maar,Holocene
1365,Tulabug,Ecuador,Ecuador,-1.78,-78.613,3336.0,Scoria cone,Holocene
1366,Tullu Moje,Ethiopia,Africa-NE,8.158,39.13,2349.0,Pumice cone,Anthropology
1367,Tumble Buttes,United States,US-California,40.68,-121.55,2191.0,Cinder cone,Holocene
1368,Tundroviy,Russia,Kamchatka,52.25,157.6,739.0,Shield volcano,Holocene
1369,Tungnafellsjokull,Iceland,Iceland-NE,64.73,-17.92,1535.0,Stratovolcano,Holocene
1370,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023.0,Stratovolcano,Historical
1371,Tunkin Depression,Russia,Russia-SE,51.5,102.5,1200.0,Volcanic field,Holocene
1372,Tupungatito,Chile,Chile-C,-33.4,-69.8,6000.0,Stratovolcano,Historical
1373,Turfan,China,China-W,42.9,89.25,0.0,Cone,Historical
1374,Turrialba,Costa Rica,Costa Rica,10.03,-83.77,3340.0,Stratovolcano,Historical
1375,Tutuila,American Samoa,Samoa-SW Pacific,-14.295,-170.7,653.0,Tuff cone,Holocene
1376,Tutupaca,Peru,Peru,-17.025,-70.358,5815.0,Stratovolcano,Historical
1377,Tuya Volc Field,Canada,Canada,59.367,-130.583,2123.0,Volcanic field,Holocene
1378,"Tuzgle, Cerro",Argentina,Argentina,-24.05,-66.483,5500.0,Stratovolcano,Holocene?
1379,Tuzovsky,Russia,Kamchatka,57.32,159.97,1533.0,Shield volcano,Holocene
1380,Twin Buttes,United States,US-California,40.78,-121.6,1631.0,Cinder cone,Holocene
1381,Ubehebe Craters,United States,US-California,37.02,-117.45,752.0,Maar,Holocene
1382,Ubinas,Peru,Peru,-16.355,-70.903,5672.0,Stratovolcano,Historical
1383,Udina,Russia,Kamchatka,55.755,160.52700000000002,2923.0,Stratovolcano,Holocene
1384,Udokan Volc Field,Russia,Russia-SE,56.18,117.47,1980.0,Shield volcano,Radiocarbon
1385,Ugashik-Peulik,United States,Alaska Peninsula,57.75,-156.37,1474.0,Stratovolcano,Historical
1386,Uinkaret Field,United States,US-Arizona,36.38,-113.13,1555.0,Volcanic field,Holocene
1387,Uka,Russia,Kamchatka,57.7,160.58,1643.0,Shield volcano,Holocene
1388,Ukinrek Maars,United States,Alaska Peninsula,57.83,-156.52,91.0,Maar,Historical
1389,Uksichan,Russia,Kamchatka,56.08,158.38,1692.0,Shield volcano,Holocene
1390,Ulawun,Papua New Guinea,New Britain-SW Pac,-5.05,151.33,2334.0,Stratovolcano,Historical
1391,Uliaga,United States,Aleutian Is,53.07,-169.77,888.0,Stratovolcano,Holocene
1392,Ulreung,South Korea,Korea,37.5,130.87,984.0,Stratovolcano,Radiocarbon
1393,Ulug-Arginsky,Russia,Russia-SE,52.33,98.0,1800.0,Cinder cone,Holocene
1394,Umboi,Papua New Guinea,New Guinea-NE of,-5.5889999999999995,147.875,1548.0,Complex volcano,Holocene
1395,"Umm Arafieb, Jebel",Sudan,Africa-N,18.17,33.83,0.0,Shield volcano,Holocene
1396,Ungaran,Indonesia,Java,-7.18,110.33,2050.0,Stratovolcano,Holocene
1397,Unnamed,Ethiopia,Africa-NE,5.65,37.67,1200.0,Cinder cone,Holocene
1398,Unnamed,Chile,Chile-Is,-33.62,-76.83,-642.0,Submarine volcano,Uncertain
1399,Unnamed,Arctic Ocean,Arctic Ocean,88.27,-65.6,-1500.0,Submarine volcano,Historical
1400,Unnamed,Atlantic Ocean,Atlantic-N,38.75,-38.08,-4200.0,Submarine volcano,Historical
1402,Unnamed,Portugal,Azores,37.78,-25.67,350.0,Pyroclastic cone,Historical
1403,Unnamed,United States,Hawaiian Is,23.58,-163.83,-4000.0,Submarine volcano,Historical
1404,Unnamed,Mexico,Mexico,28.0,-115.0,0.0,Submarine volcano,Uncertain
1405,Unnamed,Japan,Volcano Is-Japan,26.13,144.48,-3200.0,Submarine volcano,Uncertain
1406,Unnamed,Papua New Guinea,New Britain-SW Pac,-4.75,150.85,0.0,Submarine volcano,Uncertain
1407,Unnamed,Russia,Kamchatka,55.92,161.75,0.0,Cinder cone,Holocene
1409,Unnamed,United States,Mariana Is-C Pacific,21.0,142.9,0.0,Submarine volcano,Uncertain
1410,Unnamed,Philippines,Luzon-N of,20.33,121.75,-24.0,Submarine volcano,Historical
1411,Unnamed,Papua New Guinea,New Guinea-NE of,-4.311,146.256,-2000.0,Submarine volcano,Uncertain
1412,Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533.0,Submarine volcano,Uncertain
1413,Unnamed,Russia,Kuril Is,46.47,151.28,-502.0,Submarine volcano,Hydrophonic
1414,Unnamed,Tanzania,Africa-E,-8.63,33.57,0.0,Pyroclastic cone,Holocene
1415,Unnamed,United States,Alaska Peninsula,55.93,-160.0,1555.0,Cinder cone,Holocene
1416,Unnamed,China,China-W,35.85,91.7,5400.0,Volcanic field,Holocene
1420,Unnamed,Vanuatu,Vanuatu-SW Pacific,-16.992,168.592,216.0,Stratovolcano,Holocene
1424,Unnamed,Indian Ocean,Indian O-E,11.75,80.75,0.0,Submarine volcano,Uncertain
1425,Unnamed,Indian Ocean,Arabia-S,12.25,45.0,0.0,Submarine volcano,Uncertain
1427,Unnamed,United States,Admiralty Is-SW Paci,-3.03,147.78,-1300.0,Submarine volcano,Hydrophonic
1428,Unnamed,Iran,Iran,28.17,60.67,0.0,Volcanic field,Holocene
1429,Unnamed,Taiwan,Taiwan-E of,24.0,121.83,0.0,Submarine volcano,Historical
1430,Unnamed,Syria,Syria,32.658,36.425,1436.0,Volcanic field,Holocene
1436,Unnamed,New Zealand,Kermadec Is,-29.18,-177.87,-560.0,Submarine volcano,Historical
1437,Unnamed,United States,Samoa-SW Pacific,-14.23,-169.07,-650.0,Submarine volcano,Uncertain
1438,Unnamed,Taiwan,Taiwan-N of,25.42,122.33,-100.0,Submarine volcano,Historical
1439,Unnamed,Tonga,Tonga-SW Pacific,-21.07,-175.33,0.0,Not Volcanic,Historical
1440,Unnamed,United States,Aleutian Is,52.0,-173.5,0.0,Submarine volcano,Hydrophonic
1442,Unnamed,Netherlands,W Indies,16.13,-61.28,-7.0,Submarine volcano,Historical
1449,Unnamed,Indonesia,Sangihe Is-Indonesia,3.97,124.17,-5000.0,Submarine volcano,Uncertain
1451,Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000.0,Submarine volcano,Uncertain
1452,Unnamed,Pacific Ocean,SW Pacific,-25.78,168.63,-2400.0,Submarine volcano,Hydrophonic
1453,Unnamed,Solomon Is.,Solomon Is-SW Pacifi,-8.92,158.03,-240.0,Submarine volcanoes,Holocene
1454,Unnamed,Pacific Ocean,Pacific-E,9.82,-104.3,-2500.0,Submarine volcano,Historical
1471,Unnamed,Argentina,Argentina,-25.1,-68.267,,Pyroclastic cone,Holocene?
1473,Unnamed,Georgia,Georgia,42.45,44.25,3750.0,Cinder cone,Holocene
1474,Unnamed,Atlantic Ocean,Atlantic-C,7.0,-21.83,-1415.0,Submarine volcano,Uncertain
1477,Unnamed,Antarctica,Antarctica,-73.45,164.58,2987.0,Scoria cone,Holocene
1485,Unzen,Japan,Kyushu-Japan,32.75,130.3,1500.0,Complex volcano,Historical
1486,Upolu,Samoa,Samoa-SW Pacific,-13.935,-171.72,1100.0,Shield volcano,Holocene
1487,Urataman,Russia,Kuril Is,47.12,152.23,678.0,Somma volcano,Holocene
1488,Ushishur,Russia,Kuril Is,47.52,152.8,401.0,Caldera,Historical
1489,Ushkovsky,Russia,Kamchatka,56.105,160.47,3943.0,Compound volcano,Historical
1490,Usu,Japan,Hokkaido-Japan,42.53,140.83,731.0,Stratovolcano,Historical
1491,Usulutan,El Salvador,El Salvador,13.419,-88.471,1449.0,Stratovolcano,Holocene
1492,Utila Island,Honduras,Honduras,16.1,-86.9,90.0,Pyroclastic cone,Holocene
1493,"Uwayrid, Harrat",Saudi Arabia,Arabia-W,27.08,37.25,1900.0,Volcanic field,Anthropology
1494,Uzon,Russia,Kamchatka,54.5,159.97,1617.0,Caldera,Radiocarbon
1495,Vakak Group,Afghanistan,Afghanistan,34.25,67.97,3190.0,Volcanic field,Holocene
1496,"Valle, El",Panama,Panama,8.583,-80.167,1185.0,Stratovolcano,Holocene?
1497,Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507.0,Stratovolcano,Historical
1498,Verkhovoy,Russia,Kamchatka,56.52,159.53,1400.0,Shield volcano,Holocene
1499,Vernadskii Ridge,Russia,Kuril Is,50.55,155.97,1183.0,Cinder cone,Holocene
1500,Vestmannaeyjar,Iceland,Iceland-S,63.43,-20.28,279.0,Submarine volcano,Historical
1501,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281.0,Complex volcano,Historical
1502,Veteran,Vietnam,SE Asia,9.83,109.05,0.0,Submarine volcano,Fumarolic
1503,Victory,Papua New Guinea,New Guinea,-9.2,149.07,1925.0,Stratovolcano,Historical
1504,"Viedma, Volcan",Argentina,Argentina,-49.358000000000004,-73.28,1300.0,Subglacial volcano,Historical
1505,Villarrica,Chile,Chile-C,-39.42,-71.93,2847.0,Stratovolcano,Historical
1506,Vilyuchik,Russia,Kamchatka,52.68,158.3,2173.0,Stratovolcano,Tephrochronology
1507,Visoke,Rwanda,Africa-C,-1.47,29.491999999999997,3711.0,Stratovolcano,Historical
1508,"Volcanico, Cerro",Argentina,Argentina,-42.07,-71.65,0.0,Cinder cone,Holocene
1509,Volcano W,New Zealand,Kermadec Is,-31.85,-179.183,-900.0,Submarine volcanoes,Fumarolic
1510,"Voon, Tarso",Chad,Africa-N,20.92,17.28,3100.0,Stratovolcano,Fumarolic
1511,Voyampolsky,Russia,Kamchatka,58.37,160.62,1225.0,Shield volcano,Holocene
1512,Vsevidof,United States,Aleutian Is,53.13,-168.68,2149.0,Stratovolcano,Historical
1513,Vulcano,Italy,Italy,38.404,14.962,500.0,Stratovolcano,Historical
1514,Vulsini,Italy,Italy,42.6,11.93,800.0,Caldera,Historical
1515,Waesche,Antarctica,Antarctica,-77.17,-126.88,3292.0,Shield volcano,Holocene
1516,Waiowa,Papua New Guinea,New Guinea,-9.57,149.075,640.0,Pyroclastic cone,Historical
