,Volcano Name,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Country_x,Region_x,Latitude,Longitude_x,Elevation_x,Primary Volcano Type_x,Status,Country_y,Region_y,Longitude_y,Elevation_y,Primary Volcano Type_y
0,Abu,,-6850.0,0.0,0.0,,,,Japan,"Japan, Taiwan, Marianas",34.5,131.6,641,Shield(s),Holocene,Japan,"Japan, Taiwan, Marianas",131.6,641,Shield(s)
1,Acatenango,1.0,1972.0,11.0,12.0,1972.0,12.0,16.0,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
2,Acatenango,2.0,1926.0,8.0,0.0,1927.0,5.0,19.0,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
3,Acatenango,3.0,1924.0,12.0,18.0,1925.0,6.0,7.0,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
4,Acatenango,,1450.0,0.0,0.0,,,,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
5,Acatenango,,90.0,0.0,0.0,,,,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
6,Acatenango,,-260.0,0.0,0.0,,,,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
7,Acatenango,,-370.0,0.0,0.0,,,,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
8,Acatenango,,-2710.0,0.0,0.0,,,,Guatemala,México and Central America,14.501,-90.876,3976,Stratovolcano(es),Historical,Guatemala,México and Central America,-90.876,3976,Stratovolcano(es)
9,Acigol-Nevsehir,,-2080.0,0.0,0.0,,,,Turkey,Mediterranean and Western Asia,38.537,34.621,1683,Caldera,,Turkey,Mediterranean and Western Asia,34.621,1683,Caldera
10,Acigol-Nevsehir,,-2370.0,0.0,0.0,,,,Turkey,Mediterranean and Western Asia,38.537,34.621,1683,Caldera,,Turkey,Mediterranean and Western Asia,34.621,1683,Caldera
11,Acigol-Nevsehir,,-3500.0,0.0,0.0,,,,Turkey,Mediterranean and Western Asia,38.537,34.621,1683,Caldera,,Turkey,Mediterranean and Western Asia,34.621,1683,Caldera
12,Acigol-Nevsehir,,-6230.0,0.0,0.0,,,,Turkey,Mediterranean and Western Asia,38.537,34.621,1683,Caldera,,Turkey,Mediterranean and Western Asia,34.621,1683,Caldera
13,Acigol-Nevsehir,,-7810.0,0.0,0.0,,,,Turkey,Mediterranean and Western Asia,38.537,34.621,1683,Caldera,,Turkey,Mediterranean and Western Asia,34.621,1683,Caldera
14,Adams,2.0,950.0,0.0,0.0,,,,United States,Canada and Western USA,46.206,-121.49,3742,Stratovolcano,Tephrochronology,United States,Canada and Western USA,-121.49,3742,Stratovolcano
15,Adams,2.0,200.0,0.0,0.0,,,,United States,Canada and Western USA,46.206,-121.49,3742,Stratovolcano,Tephrochronology,United States,Canada and Western USA,-121.49,3742,Stratovolcano
16,Adams,2.0,-300.0,0.0,0.0,,,,United States,Canada and Western USA,46.206,-121.49,3742,Stratovolcano,Tephrochronology,United States,Canada and Western USA,-121.49,3742,Stratovolcano
17,Adams,2.0,-400.0,0.0,0.0,,,,United States,Canada and Western USA,46.206,-121.49,3742,Stratovolcano,Tephrochronology,United States,Canada and Western USA,-121.49,3742,Stratovolcano
18,Adams,2.0,-550.0,0.0,0.0,,,,United States,Canada and Western USA,46.206,-121.49,3742,Stratovolcano,Tephrochronology,United States,Canada and Western USA,-121.49,3742,Stratovolcano
19,Adams,1.0,-1850.0,0.0,0.0,,,,United States,Canada and Western USA,46.206,-121.49,3742,Stratovolcano,Tephrochronology,United States,Canada and Western USA,-121.49,3742,Stratovolcano
